"Seller","Make","Price","ZIP","City","State","Class","Year","Length","Category","Hull.Material","Engine.Type","age"
"Denison Yachting - Denison Yachting - Seattle","Beneteau",1452033,"98109 ","Seattle","WA","Power",2019,50," Motor Yachts, Trawlers, Pilothouse","Fiberglass","Twin Inboard",0
"Viage Group","Beneteau",849000,"34243 ","Sarasota","FL","Power",2015,50," Trawlers, Motor Yachts, Flybridge","Fiberglass","Single Inboard",4
"Bay Marine- Waukegan, IL","Beneteau America",369998,"60085 ","Waukegan","IL","Sails",2012,50," Cruisers","Fiberglass","Twin Inboard",7
"Emerald Coast Marine - Emerald Coast Marine","Bertram",289000,"32578 ","Niceville","FL","Power",1990,50," Saltwater Fishing, Sports Fishing Boats, Convertible Boats","Fiberglass","Twin Inboard",29
"Offshore Marine Services, Ltd.","Bertram",209900,"6410 ","Cheshire","CT","Power",1989,50," Convertible Boats","Fiberglass","Twin Inboard",30
"Prestige Yacht Sales, Inc.","Bertram",199000,"8723 ","Brick","NJ","Power",1989,50," Sports Fishing Boats, Convertible Boats, Saltwater Fishing","Fiberglass","Twin Inboard",30
"Offshore Marine Services, Ltd.","Bertram",319000,"6410 ","Cheshire","CT","Power",1988,50," Saltwater Fishing","Fiberglass","Twin Inboard",31
"Frank Gordon Yacht Sales - Frank Gordon Yacht Sales","Bertram",175000,"33301 ","Fort Lauderdale","FL","Power",1990,50," Sports Fishing Boats, Convertible Boats","Fiberglass","Other",29
"World Class Yacht Sales, Inc. - Corporate Office - New Port Richey","Big Thunder",199500,"34652 ","New Port Richey","FL","Power",2007,50," Center Consoles, Cuddy Cabin, Saltwater Fishing","Fiberglass","Other",12
"World Class Yacht Sales, Inc. - Corporate Office - New Port Richey","Big Thunder",295000,"34652 ","New Port Richey","FL","Power",2003,50," Center Consoles","Fiberglass","Twin Inboard",16
"Pier 7 Yacht & Boat","Carver",295000,"48706 ","Bay City","MI","Power",2006,50," Cruisers, Motor Yachts","Fiberglass","Twin Inboard",13
"Blue Pacific Yachts - Blue Pacific Yachts","Carver",199000,"90277 ","Redondo Beach","CA","Power",1998,50," Aft Cabin, Flybridge, Motor Yachts","Fiberglass","Twin Inboard",21
"POP Yachts","Carver",139900,"34233 ","Sarasota","FL","Power",1998,50," Motor Yachts, Convertible Boats, Aft Cabin","Fiberglass","Twin Inboard",21
"Exclusive Yacht Group - Exclusive Yacht Group","Carver",110000,"33477 ","Jupiter","FL","Power",1996,50," Motor Yachts","Fiberglass","Twin Inboard",23
"All Florida Yacht Sales - All Florida Yacht Sales","Carver",149900,"33157 ","Palmetto Bay","FL","Power",1996,50," Motor Yachts","Fiberglass","Twin Inboard",23
"Knot 10 Yacht Sales","Carver",164900,"21638 ","Grasonville","MD","Power",1999,50," Motor Yachts, Aft Cabin","Fiberglass","Other",20
"Frank Gordon Yacht Sales - Frank Gordon Yacht Sales","Carver",190000,"33301 ","Fort Lauderdale","FL","Power",2002,50," Cruisers","Fiberglass","Twin Inboard",17
"Spring Brook Marina","Carver",299000,"61360 ","Seneca","IL","Power",2001,50," Motor Yachts","Fiberglass","Twin Inboard",18
"Ugly John's Custom Boats, LLC. - Ugly John's Custom Boats, LLC.","Carver",268000,"74331 ","Afton","OK","Power",2000,50," Motor Yachts, Aft Cabin","Fiberglass","Twin Inboard",19
"Knot 10 Yacht Sales","Carver",209900,"21638 ","Grasonville","MD","Power",2000,50," Motor Yachts, Aft Cabin","Fiberglass","Twin Inboard",19
"Intracoastal Yacht Sales - Intracoastal Yacht Sales of Little River, SC","Cherubini",429000,"29566 ","Little River","SC","Power",2000,50," Trawlers, Motor Yachts, Pilothouse","Fiberglass","Twin Inboard",19
"POP Yachts","Chris-Craft",116700,"34233 ","Sarasota","FL","Power",1985,50," Motor Yachts, Convertible Boats, Trawlers","Fiberglass","Twin Inboard",34
"Bergmann Marine","Chris-Craft",169000,"49720 ","Charlevoix","MI","Power",1986,50," Motor Yachts","Fiberglass","Twin Inboard",33
"Texas Coast Yachts - Texas Coast Yachts","Chris-Craft",119900,"77565 ","Clear Lake Shores","TX","Power",1986,50," Motor Yachts","Fiberglass","Twin Inboard",33
"Nashville Yacht Brokers, Inc.","Chris-Craft",109000,"37219 ","Nashville","TN","Power",1985,50," Motor Yachts","Fiberglass","Other",34
"Knot 10 Yacht Sales","Chris-Craft",129900,"21638 ","Grasonville","MD","Power",1985,50," Motor Yachts","Fiberglass","Twin Inboard",34
"Dallas Boat Sales","Chris-Craft",159990,"75056 ","Lewisville","TX","Power",1988,50," Motor Yachts, Pilothouse, Flybridge","Fiberglass","Twin Inboard",31
"American Marine Yachts","Chris-Craft",179900,"34221 ","Palmetto","FL","Power",1988,50," Aft Cabin, Motor Yachts, Pilothouse","Fiberglass","Twin Inboard",31
"PIER ONE YACHT SALES - PIER ONE YACHT SALES","Chris-Craft",109000,"33950 ","Punta Gorda","FL","Power",1986,50," Cruisers, Motor Yachts, Aft Cabin","Fiberglass","Twin Inboard",33
"Little Yacht Sales - Little Yacht Sales","Chris-Craft",99900,"77565 ","Kemah","TX","Power",1985,50," Motor Yachts","Fiberglass","Other",34
"Sport Boats USA","Chris-Craft",149900,"65714 ","Nixa","MO","Power",1985,50," Motor Yachts","Fiberglass","Other",34
"Performance Boat Center","Cigarette",574900,"65065 ","Osage Beach","MO","Power",2013,50," High Performance Boats","Fiberglass","Other",6
"Mariners Yacht & Ship Brokerage, Inc. - Mariners Yacht & Ship Brokerage, Inc.","Columbia Yacht",129900,"92629 ","Dana Point","CA","Sails",1972,50," Racers and Cruisers","Fiberglass","Twin Inboard",47
"Dick Simon Yachts - Dick Simon Yachts","Cranchi",439000,"92629 ","Dana Point","CA","Power",2008,50," Cruisers, Motor Yachts","Fiberglass","Twin Inboard",11
"Rick Obey Yacht Sales - Rick Obey Yacht Sales California","Cranchi",449000,"92656 ","Huntington Beach","CA","Power",2010,50," Express Cruiser, Motor Yachts, Cruisers","Fiberglass","Twin Inboard",9
"Brewer Yacht Sales - Hal Slater, CPYB","Cranchi",449000,"6615 ","Stratford","CT","Power",2003,50," Express Cruiser","Fiberglass","Twin Inboard",16
"Sea D.A. Yachts","Cruisers Yachts",404500,"23451 ","Virginia Beach","VA","Power",2003,50," Motor Yachts","Fiberglass","Twin Inboard",16
"Rick Obey Yacht Sales - Rick Obey Yacht Sales","Cruisers Yachts",245000,"33312 ","Fort Lauderdale","FL","Power",2001,50," Flybridge, Motor Yachts","Fiberglass","Twin Inboard",18
"Edwards Yacht Sales","Cruisers Yachts",275000,"33764 ","Clearwater","FL","Power",2001,50," Motor Yachts, Flybridge, Express Cruiser","Fiberglass","Other",18
"SkipperBud's Sturgeon Bay","Cruisers Yachts",1507940,"54235-0708","Sturgeon Bay","WI","Power",2020,50," Motor Yachts","Fiberglass","Other",-1
"SkipperBud's","Cruisers Yachts",1563546,"60096 ","Winthrop Harbor","IL","Power",2019,50," Motor Yachts","Fiberglass","Other",0
"SkipperBud's Marina Del Isle","Cruisers Yachts",1551774,"43440 ","Marblehead","OH","Power",2019,50," Motor Yachts","Steel","Other",0
"Houseboats Buy Terry - Houseboats Buy Terry","Custom",25000,"42633 ","Monticello","KY","Power",1975,50," House Boats","Steel","Single Inboard",44
"POP Yachts","Custom",139500,"34233 ","Sarasota","FL","Power",1984,50," Commercial Boats, Other","Composite","Twin Inboard",35
"Coastal Carolina Yacht Sales - Coastal Carolina Yacht Sales","Custom",925000,"29403 ","Charleston","SC","Power",2008,50," Sports Fishing Boats","Aluminum","Other",11
"Elite Boat Sales","Custom",99000,"42629 ","Jamestown","KY","Power",2018,50," House Boats, Other","Steel","Single Inboard",1
"CenterPointe Yacht Sales","Custom",155000,"53204 ","Milwaukee","WI","Power",1993,50," Trawlers","Steel","Other",26
"POP Yachts","Custom-Craft",350000,"34233 ","Sarasota","FL","Power",2012,50," House Boats, Trawlers, Motor Yachts","Aluminum","Twin Outboard",7
"POP Yachts","Custom-Craft",95000,"34233 ","Sarasota","FL","Power",1985,50," House Boats, Motor Yachts, Trawlers","Steel","Single Inboard",34
"Paradigm Yacht Sales","Darling Boat Works",219500,"40059 ","Prospect","KY","Power",2008,50," House Boats","Fiberglass","Single Inboard",11
"POP Yachts","Doug Peterson",114900,"34233 ","Sarasota","FL","Sails",1988,50," Racers and Cruisers, Sloop, Racers and Cruisers","Fiberglass","Single Inboard",31
"Annapolis Yacht Sales - Deltaville","Dufour",175000,"23043 ","Deltaville","VA","Sails",2001,50," Cruisers","Fiberglass","Other",18
"Denison Yachting - Denison Yachting - Newport Rhode Island","Elco",174000,"2840 ","Newport","RI","Power",1929,50," Motor Yachts, Antique and Classics, Motor Yachts","Fiberglass","Twin Inboard",90
"Total Marine - Total Marine of Maryland","Fairline",425000,"21666 ","Stevensville","MD","Power",2007,50," Motor Yachts","Fiberglass","Twin Inboard",12
"Total Marine - Total Marine of Maryland","Fairline",699000,"21666 ","Stevensville","MD","Power",2015,50," Cruisers","Fiberglass","Twin Inboard",4
"MarineMax Warwick","Fairline",675000,"2886 ","Warwick","RI","Power",2014,50," Mega Yachts","Fiberglass","Other",5
"Apex Marine Sales, LLC - Apex Marine Sales, LLC","Force",89900,"33125 ","Miami","FL","Sails",1979,50," Ketch","Fiberglass","Other",40
"A & M Yacht Sales, Inc - A & M Yacht Sales, Inc","Gibson",67495,"36605 ","Mobile","AL","Power",1992,50," Cruisers, Motor Yachts, House Boats","Fiberglass","Twin Inboard",27
"POP Yachts","Gibson",60000,"34233 ","Sarasota","FL","Power",1990,50," House Boats, Motor Yachts, Trawlers","Fiberglass","Other",29
"Wahoo Marine Sales","Gibson",149900,"63301 ","Saint Louis","MO","Power",2004,50," House Boats","Fiberglass","Twin Inboard",15
"Wahoo Marine Sales","Gibson",224900,"63301 ","Saint Louis","MO","Power",2006,50," House Boats","Fiberglass","Other",13
"Fox Chapel Marine","Gibson",49900,"15238 ","Pittsburgh","PA","Power",1986,50," House Boats","Fiberglass","Other",33
"Wahoo Marine Sales","Gibson",109900,"63301 ","Saint Louis","MO","Power",1998,50," House Boats","Fiberglass","Twin Inboard",21
"Paradigm Yacht Sales","Gibson",59500,"40059 ","Prospect","KY","Power",1990,50," House Boats","Fiberglass","Twin Inboard",29
"Pickwick Yacht Brokers, LLC","Gibson",29900,"38326 ","Counce","TN","Power",1981,50," House Boats","Fiberglass","Twin Inboard",38
"Certified Sales, Inc. - Charleston, SC","Gibson",14900,"29477 ","St. George","SC","Power",1979,50," House Boats","Fiberglass","Single Inboard",40
"CenterPointe Yacht Sales","Gulfstar",120000,"53204 ","Milwaukee","WI","Sails",1983,50," Sloop","Fiberglass","Single Inboard",36
"California Yacht Sales, Inc. - California Yacht Sales, Inc.","Gulfstar",108000,"92101 ","San Diego","CA","Sails",1978,50," Cruisers","Fiberglass","Single Inboard",41
"POP Yachts","Gulfstar",59999,"34233 ","Sarasota","FL","Sails",1977,50," Sloop, Sloop, Racers and Cruisers","Fiberglass","Other",42
"Brightwater Yacht Brokers Inc.","Gulfstar",67000,"8742 ","Point Pleasant Beach","NJ","Sails",1977,50," Ketch","Fiberglass","Single Inboard",42
"Curtis Stokes & Associates - Curtis Stokes & Associates","Gulfstar",79000,"33316 ","Ft. Lauderdale","FL","Sails",1987,50," Sloop, Center Cockpit","Fiberglass","Single Inboard",32
"NW Yachtnet - NW Yachtnet","Gulfstar",79000,"98402 ","Tacoma","WA","Sails",1978,50," Center Cockpit","Fiberglass","Twin Inboard",41
"United Yacht Sales - United Yacht Sales - Gulf Coast / Panhandle / Alabama Area","Hatteras",85000,"36561 ","Orange Beach","AL","Power",1966,50," Motor Yachts, Pilothouse, Flybridge","Fiberglass","Twin Inboard",53
"Intrinsic Yacht & Ship","Hatteras",599000,"21403 ","Annapolis","MD","Power",2005,50," Saltwater Fishing, Convertible Boats, Sports Fishing Boats","Fiberglass","Twin Inboard",14
"Allied Marine - Allied Marine - Stuart","Hatteras",259000,"34994 ","Stuart","FL","Power",2000,50," Sports Fishing Boats, Convertible Boats","Fiberglass","Twin Inboard",19
"Bluewater Yacht Sales - Bluewater Yacht Sales - Wrightsville Beach","Hatteras",325000,"28480 ","Wrightsville Beach","NC","Power",1998,50," Sports Fishing Boats, Convertible Boats","Fiberglass","Twin Inboard",21
"Denison Yachting - Denison Yachting - Miami","Hatteras",349000,"33139 ","Miami","FL","Power",1997,50," Saltwater Fishing, Convertible Boats","Fiberglass","Twin Inboard",22
"Frank Gordon Yacht Sales - Frank Gordon Yacht Sales","Hatteras",89000,"33301 ","Fort Lauderdale","FL","Power",1980,50," Convertible Boats, Sports Fishing Boats","Fiberglass","Twin Inboard",39
"POP Yachts","Hatteras",110000,"34233 ","Sarasota","FL","Power",1980,50," Sports Fishing Boats, Motor Yachts, Other","Fiberglass","Other",39
"Beacon Point Marine","Hatteras",175000,"6807 ","Cos Cob","CT","Power",1994,50," Sports Fishing Boats","Fiberglass","Other",25
"Henriques Yachts","Henriques",1746000,"8721 ","Bayville","NJ","Power",2020,50," Express Cruiser","Fiberglass","Twin Inboard",-1
"Atlantic Yacht & Ship, Inc. - Atlantic Yacht & Ship, Inc.","Holiday Marine",98500,"33004 ","Dania Beach","FL","Power",1973,50," Trawlers","Fiberglass","Twin Inboard",46
"Huckins Yacht Corporation - Huckins Yacht Corporation","Huckins",215000,"32210 ","Jacksonville","FL","Power",1985,50," Cruisers, Motor Yachts","Fiberglass","Single Inboard",34
"PIER ONE YACHT SALES - PIER ONE YACHT SALES","Hunter",245245,"33950 ","Punta Gorda","FL","Sails",2009,50," Cruisers","Fiberglass","Single Inboard",10
"Texas Coast Yachts - Texas Coast Yachts","Hunter",299900,"77565 ","Clear Lake Shores","TX","Sails",2014,50," Cruisers, Center Cockpit","Fiberglass","Other",5
"Big Thunder Marine - Big Thunder Marine","Hustler",139900,"65065 ","Osage Beach","MO","Power",2001,50," High Performance Boats","Fiberglass","Twin Inboard",18
"SYS Yacht Sales - SYS Yacht Sales","Italia",99900,"34236 ","Sarasota","FL","Power",1987,50," Cruisers","Fiberglass","Single Inboard",32
"HarborView Yacht Sales, LLC","Jeanneau",244900,"49684 ","Traverse City","MI","Sails",2008,50," Cruisers","Fiberglass","Single Inboard",11
"Annapolis Yacht Sales - Virtual Tour Office","Jeanneau",375000,"21403 ","Annapolis","MD","Sails",2016,50," Sloop","Fiberglass","Single Inboard",3
"Texas Coast Yachts - Texas Coast Yachts","Jeanneau",319000,"77565 ","Clear Lake Shores","TX","Sails",2011,50," Racers and Cruisers, Cruisers, Pilothouse","Fiberglass","Single Inboard",8
"Marine Servicenter - Seattle","Jeanneau",299999,"98109 ","Seattle","WA","Sails",2011,50," Deck Saloon, Cruisers, Racers and Cruisers","Fiberglass","Single Inboard",8
"Brewer Yacht Sales - Bruce McDonald, CPYB","Jeanneau",310000,"11944 ","Greenport","NY","Sails",2009,50," Sloop","Fiberglass","Other",10
"Texas Coast Yachts - Texas Coast Yachts","Jeanneau",519000,"77565 ","Clear Lake Shores","TX","Sails",2018,50," Sloop","Fiberglass","Twin Inboard",1
"On The Dock Yacht Sales - On The Dock Yacht Sales","Jefferson",349000,"33908 ","Main Office In Fort Myers","FL","Power",2006,50," Motor Yachts, Flybridge","Fiberglass","Twin Inboard",13
"Affiniti Yacht Brokerage LLC - Affiniti Yacht Brokerage : Lighthouse Point Office","Jefferson",324900,"33064 ","Lighthouse Point","FL","Power",2004,50," Motor Yachts","Aluminum","Other",15
"Fox Chapel Marine","KINGSCRAFT",49900,"15238 ","Pittsburgh","PA","Power",1989,50," House Boats","Steel","Other",30
"ARAMARK - Lake Powell Resorts & Marinas","Kayot",10000,"86040 ","Page","AZ","Power",1978,50," House Boats","Composite","Twin Inboard",41
"HMY Yacht Sales, Inc. - HMY Yacht Sales - Waterway Marina","Lydia",329000,"34994 ","Stuart","FL","Power",1988,50," Sports Fishing Boats","Composite","Twin Inboard",31
"Rick Obey Yacht Sales - Rick Obey Yacht Sales","Maori",769000,"33312 ","Fort Lauderdale","FL","Power",2015,50," Express Cruiser, High Performance Boats","Fiberglass","Other",4
"Intracoastal Yacht Sales - Intracoastal Yacht Sales of Charleston S.C.","Marine Trader",69900,"29401 ","Charleston","SC","Power",1984,50," Trawlers","Fiberglass","Single Inboard",35
"Coastline Yacht & Marine, Inc. d/b/a Marine Unlimited - Coastline Yacht d/b/a Marine Unlimited","Mariner",34000,"34957 ","Jensen Beach","FL","Power",1979,50," Motorsailers","Fiberglass","Single Inboard",40
"Norton's Yacht Sales, Inc.","Marlow Hunter",340000,"23043 ","Deltaville","VA","Sails",2013,50," Center Cockpit, Cruisers","Fiberglass","Twin Inboard",6
"Bridgeport Marine","Marquis",399900,"54082 ","Houlton","WI","Power",2008,50," Motor Yachts","Fiberglass","Other",11
"Rick Obey Yacht Sales - Rick Obey Yacht Sales","Marquis",599000,"33312 ","Fort Lauderdale","FL","Power",2012,50," Flybridge, Motor Yachts","Fiberglass","Other",7
"HMY Yacht Sales, Inc. - HMY Yacht Sales - Palm Harbour Marina","Marquis",649000,"33401 ","West Palm Beach","FL","Power",2012,50," Motor Yachts, Flybridge","Fiberglass","Other",7
"Rick Obey Yacht Sales - Rick Obey Yacht Sales California","Marquis",549000,"92656 ","Huntington Beach","CA","Power",2012,50," Flybridge, Motor Yachts","Fiberglass","Other",7
"SkipperBud's","Marquis",669900,"60096 ","Winthrop Harbor","IL","Power",2013,50," Motor Yachts","Composite","Other",6
"Aeroyacht Ltd. - Aeroyacht Ltd.","McConaghy",2137940,"11733 ","Setauket Harbor","NY","Power",2019,50," Power Catamarans","Composite","Twin Inboard",0
"Aeroyacht Ltd. - Aeroyacht Ltd.","McConaghy Boats",1925000,"11733 ","Setauket Harbor","NY","Sails",2018,50," Catamaran, Multi-Hulls","Fiberglass","Twin Inboard",1
"HMY Yacht Sales, Inc. - HMY Yacht Sales - Harbour Point Marina","Mikelson",599000,"33410 ","North Palm Beach","FL","Power",2008,50," Sports Fishing Boats","Fiberglass","Single Inboard",11
"Dunbar Yachts LLC","Monk",1e+05,"31522 ","St. Simons Island","GA","Power",1976,50," Trawlers, Flybridge","Fiberglass","Twin Inboard",43
"Cape Yachts - Cape Yachts at South Wharf - South Dartmouth, MA","Monte Carlo",689000,"2748 ","South Dartmouth","MA","Power",2014,50," Cruisers","Fiberglass","Twin Inboard",5
"Off The Hook Yacht Sales - Off The Hook Yacht Sales","Monte Carlo",749000,"28405 ","Wilmington","NC","Power",2018,50," Motor Yachts, Cruisers, Flybridge","Fiberglass","Other",1
"Off The Hook Yacht Sales - Off The Hook Yacht Sales","Monte Carlo",719000,"28405 ","Wilmington","NC","Power",2016,50," Cruisers, Flybridge, Motor Yachts","Fiberglass","Other",3
"POP Yachts","Morgan",78000,"34233 ","Sarasota","FL","Sails",1990,50," Sloop, Racers and Cruisers, Schooner","Fiberglass","Other",29
"TNT Marine Sales - TNT Marine Sales","Mystic Powerboats",599900,"33181 ","North Miami","FL","Power",2011,50," High Performance Boats, Power Catamarans","Fiberglass","Other",8
"TNT Marine Sales - TNT Marine Sales","Mystic Powerboats",699900,"33181 ","North Miami","FL","Power",2014,50," High Performance Boats, Power Catamarans","Composite","Other",5
"Marine Unlimited - Marine Unlimited","Mystic Powerboats",659900,"8753 ","Toms River","NJ","Power",2011,50," Power Catamarans, High Performance Boats","Composite","Other",8
